"W1","W2","rel"
"object","metropolis",1
"generality","catholicity",1
"somebody","sergeant",1
"wear","necktie",1
"content","sketch",1
"reptile","serpent",1
"posture","lightness",1
"good","vestment",1
"relation","chlorine",1
"content","commendation",1
"defence","transference",1
"matter","cigarette",1
"brass","executive",1
"state","liability",1
"entity","simpleton",1
"someone","homebody",1
"accumulation","traffic",1
"being","printmaker",1
"possession","substance",1
"unit","privateer",1
"vertebrate","tit",1
"soul","jewess",1
"ordination","modifier",1
"nutrient","port",1
"chordate","waterbird",1
"attack","battery",1
"artefact","costume",1
"entity","consummation",1
"enzyme","kinase",1
"mercantilism","harvest",1
"worker","tanner",1
"head","case",1
"component","fox",1
"organism","potentate",1
"entity","conservative",1
"someone","uncle",1
"process","regurgitation",1
"person","hakeem",1
"home","convent",1
"standing","regard",1
"soul","booster",1
"humanities","part",1
"cause","brown",1
"transaction","transportation",1
"haughtiness","superiority",1
"name","title",1
"district","arlington",1
"fauna","cony",1
"city","mogadishu",1
"deed","voice",1
"fiber","grit",1
"entertainer","harpo",1
"being","recruit",1
"region","vienna",1
"act","censoring",1
"object","thrift",1
"attribute","surroundings",1
"beast","mussel",1
"meat","round",1
"tract","parkland",1
"entity","journalist",1
"class","section",1
"component","grasshopper",1
"amount","afternoon",1
"revitalization","renaissance",1
"manufactory","battery",1
"entity","distiller",1
"crossing","traverse",1
"content","exhibit",1
"condition","incompatibility",1
"organism","parr",1
"applicant","bidder",1
"being","creole",1
"abstraction","verdict",1
"abstraction","groundbreaking",1
"creator","colorist",1
"abstraction","delay",1
"attribute","fixture",1
"artifact","headdress",1
"transport","panzer",1
"signal","std",1
"heap","stockpile",1
"cognition","encephalitis",1
"cognition","estimation",1
"try","pass",1
"person","upholder",1
"life","subsistence",1
"dominion","bologna",1
"somebody","sharpshooter",1
"gift","assistance",1
"somebody","optimist",1
"instrumentation","rouge",1
"blow","smack",1
"inquiry","experiment",1
"representation","fuzz",1
"move","upheaval",1
"representation","overexposure",1
"event","scrimmage",1
"room","dormitory",1
"cause","client",1
"cause","reasoner",1
"instrumentality","store",1
"extremity","boundary",1
"entity","gig",1
"athlete","mcgraw",1
"fauna","stallion",1
"food","crepe",1
"cognition","lord",1
"amusement","deception",1
"assemblage","range",1
"cause","tiller",1
"trouble","spot",1
"dwelling","maisonette",1
"measure","night",1
"whole","llama",1
"point","santos",1
"being","swedenborg",1
"covering","jag",1
"somebody","negotiator",1
"person","retainer",1
"being","fascist",1
"molecule","macromolecule",1
"belief","father",1
"content","vista",1
"supplement","receptacle",1
"deed","apprehension",1
"pleasure","amusement",1
"thought","section",1
"recognition","memorial",1
"dominion","leipzig",1
"wind","harp",1
"vertebrate","reindeer",1
"activity","dip",1
"road","thoroughfare",1
"vocalist","bass",1
"artefact","strand",1
"instrumentation","garrote",1
"whole","triton",1
"plant","birch",1
"content","reply",1
"doc","freud",1
"status","limbo",1
"process","appraisal",1
"cause","polygamist",1
"female","miss",1
"quantity","trey",1
"organism","bronte",1
"athletics","running",1
"arrangement","upgrade",1
"part","subordinate",1
"material","otter",1
"vertebrate","hippopotamus",1
"being","compatriot",1
"deed","inscription",1
"character","epsilon",1
"whole","amphibian",1
"solid","veal",1
"whole","marabou",1
"entity","denouncement",1
"nutrient","whey",1
"organism","cucumber",1
"someone","entertainer",1
"issue","wind",1
"entity","cracker",1
"organisation","screen",1
"denizen","gaul",1
"direction","bylaw",1
"organism","igbo",1
"person","testator",1
"pride","superiority",1
"antineoplastic","methotrexate",1
"actuation","discharge",1
"entity","sausage",1
"component","burgundy",1
"fiction","story",1
"instrumentation","mascara",1
"provision","feeding",1
"someone","watt",1
"artefact","plunger",1
"regulating","restriction",1
"creature","shorebird",1
"charge","postage",1
"mortal","calvino",1
"assemblage","post",1
"vertebrate","redstart",1
"being","nigerian",1
"criticism","lecture",1
"process","flame",1
"robe","vestment",1
"attribute","guilt",1
"fluid","guinness",1
"capability","envelope",1
"artifact","vane",1
"somebody","pope",1
"chemical","silicide",1
"event","footfall",1
"tissue","axis",1
"taxon","phoenix",1
"grownup","patriarch",1
"knowledge","substance",1
"habitant","dorian",1
"placental","goat",1
"person","runner",1
"actress","young",1
"entity","hirschfeld",1
"abstraction","conjunction",1
"medication","trazodone",1
"junction","terminal",1
"whole","marsupial",1
"property","boundary",1
"cause","hooker",1
"communication","marker",1
"artefact","artery",1
"form","flare",1
"taxon","lycium",1
"vessel","yawl",1
"creature","mastiff",1
"organism","sully",1
"occurrence","spill",1
"act","requirement",1
"fauna","colt",1
"constituent","bronze",1
"creation","snap",1
"content","audiology",1
"condition","stress",1
"vertebrate","stargazer",1
"entity","splicer",1
"soul","ike",1
"entity","mint",1
"tendency","understanding",1
"control","mortification",1
"subject","enactment",1
"entity","nuffield",1
"entity","hurt",1
"instrumentality","local",1
"artifact","cookbook",1
"individual","trot",1
"construction","lobe",1
"activity","start",1
"structure","chamber",1
"whole","france",1
"unit","foliage",1
"taste","smack",1
"somebody","mailer",1
"communication","prescription",1
"drink","maraschino",1
"material","gum",1
"concept","form",1
"person","kickapoo",1
"help","coadjutor",1
"drink","whisky",1
"soul","idler",1
"customer","spender",1
"construction","abutment",1
"unit","rail",1
"unit","ministry",1
"event","bridal",1
"investigating","study",1
"organism","marsh",1
"toil","workout",1
"abstraction","portage",1
"object","jimmy",1
"protector","policeman",1
"malady","tumor",1
"event","malformation",1
"employee","salesperson",1
"abstraction","loss",1
"treatment","shot",1
"entity","hive",1
"commercialism","contribution",1
"person","jap",1
"event","obligation",1
"grouping","blood",1
"beverage","cooler",1
"unit","goth",1
"object","barn",1
"organism","robin",1
"sphere","lap",1
"abstraction","exhaustion",1
"substance","talcum",1
"abstraction","motion",1
"solid","tourmaline",1
"amusement","exhibit",1
"impression","dip",1
"whole","primus",1
"cause","prof",1
"seat","havana",1
"destiny","cross",1
"wagon","cart",1
"entity","wink",1
"cause","manipulator",1
"individual","diner",1
"abstraction","troops",1
"port","dublin",1
"device","dredge",1
"chordate","equine",1
"veggie","legume",1
"organism","cox",1
"whole","interference",1
"tongue","catawba",1
"jack","cleaner",1
"serviceman","churchill",1
"construction","leveling",1
"individual","tyler",1
"abstraction","party",1
"protein","lysozyme",1
"individual","tramp",1
"attribute","picture",1
"country","light",1
"stuff","glucose",1
"unit","quarry",1
"entity","rat",1
"cat","ounce",1
"craft","jolly",1
"diversion","fair",1
"model","planetarium",1
"someone","subordinate",1
"sioux","teton",1
"grouping","center",1
"gesture","scrape",1
"food","frank",1
"whole","dispenser",1
"individual","thrower",1
"somebody","narcissist",1
"deed","abuse",1
"connexion","terminal",1
"individual","baby",1
"cause","thai",1
"concealment","burial",1
"unit","cubist",1
"substance","antifreeze",1
"abstraction","airing",1
"inducement","corruption",1
"plant","rosemary",1
"demonstration","production",1
"artefact","kraal",1
"region","site",1
"portion","towel",1
"slope","upgrade",1
"person","galton",1
"territory","banff",1
"pattern","stamp",1
"substance","coolant",1
"perception","odor",1
"cause","anchorman",1
"whole","doorway",1
"cause","pedagogue",1
"being","leibniz",1
"object","violin",1
"beast","adult",1
"fauna","possum",1
"information","encephalitis",1
"construction","manse",1
"soul","researcher",1
"act","squirm",1
"cause","screwdriver",1
"sign","pi",1
"proceeding","cause",1
"knowledge","area",1
"genealogy","kinfolk",1
"instrumentation","spider",1
"constituent","fiber",1
"entity","surround",1
"wear","bowtie",1
"deed","holding",1
"substance","acknowledgment",1
"occupation","engagement",1
"specialist","sullivan",1
"criminal","smuggler",1
"process","bristle",1
"artefact","conduit",1
"someone","massager",1
"artifact","bathhouse",1
"asset","help",1
"degree","superiority",1
"grouping","determinant",1
"artifact","chassis",1
"holdfast","knot",1
"soul","west",1
"region","right",1
"cause","hitler",1
"organism","tapper",1
"foodstuff","batter",1
"atom","label",1
"morality","vedanta",1
"mortal","mater",1
"good","laundry",1
"communication","chord",1
"musician","garland",1
"part","initialism",1
"location","burgundy",1
"individual","astrophysicist",1
"location","moron",1
"role","end",1
"labor","paving",1
"part","lexeme",1
"someone","varmint",1
"artifact","van",1
"knife","machete",1
"quantity","taste",1
"someone","businessperson",1
"entity","nephew",1
"food","turnover",1
"desire","rage",1
"being","mallow",1
"activity","period",1
"organism","areca",1
"beast","kitten",1
"being","coneflower",1
"someone","welshman",1
"relation","lah",1
"quantity","probability",1
"papers","bull",1
"device","battery",1
"nutrient","guinness",1
"constituent","cork",1
"whole","lover",1
"someone","grandpa",1
"communication","bauble",1
"whole","dial",1
"entity","ordering",1
"condition","failure",1
"whole","waggon",1
"town","bloomington",1
"mammalian","coyote",1
"mortal","sagittarius",1
"part","spike",1
"somebody","leonard",1
"whole","crucifer",1
"riches","silver",1
"signaling","eta",1
"someone","figure",1
"individual","burglar",1
"substance","conditioner",1
"substance","stamp",1
"angiosperm","wildflower",1
"colonist","chapman",1
"person","love",1
"intervention","fix",1
"criminal","hijacker",1
"entity","workpiece",1
"part","sulfate",1
"cognition","dove",1
"property","pearl",1
"person","arabian",1
"help","pawn",1
"entity","origin",1
"happening","karma",1
"construct","proximity",1
"organism","stilt",1
"divinity","patrick",1
"report","flash",1
"soul","achiever",1
"action","iw",1
"ability","depth",1
"individual","acolyte",1
"music","jazz",1
"region","silesia",1
"unit","skier",1
"region","rochester",1
"activity","exhibit",1
"soul","treater",1
"entity","tramp",1
"instruction","formula",1
"family","mint",1
"section","labor",1
"load","millstone",1
"creator","borodin",1
"abstraction","medallion",1
"sound","bell",1
"post","throne",1
"figure","couple",1
"sign","letter",1
"act","gambling",1
"stone","boulder",1
"unit","fellow",1
"object","pendulum",1
"cause","boleyn",1
"message","gag",1
"class","conjugation",1
"transport","boat",1
"untruth","pretence",1
"signaling","grave",1
"compensation","damages",1
"belief","originalism",1
"region","banff",1
"person","reformer",1
"author","browning",1
"someone","palatine",1
"person","dulcinea",1
"solid","fissure",1
"being","seal",1
"unit","sutler",1
"district","union",1
"abstraction","pink",1
"knowing","realisation",1
"communication","alphabet",1
"entity","suisse",1
"attribute","vibration",1
"unit","loaner",1
"portion","pigment",1
"being","grip",1
"disapproval","blast",1
"construction","trap",1
"constituent","taurine",1
"installation","field",1
"quality","assistance",1
"deed","duty",1
"being","streptococcus",1
"brute","carnivore",1
"portion","fluoride",1
"interruption","abatement",1
"aggression","riot",1
"cognition","resourcefulness",1
"act","wear",1
"fabric","tag",1
"constituent","steel",1
"attribute","materiality",1
"brute","pipefish",1
"structure","fluke",1
"entity","esprit",1
"whole","vermeer",1
"air","breath",1
"entity","oscillation",1
"status","glory",1
"fauna","cur",1
"object","disguise",1
"manoeuvre","shot",1
"kindness","charity",1
"soul","chinaman",1
"municipality","sitka",1
"communication","recording",1
"animal","bullock",1
"someone","observer",1
"decrease","constriction",1
"award","crown",1
"beast","rhino",1
"object","barrel",1
"object","oven",1
"whole","scope",1
"award","std",1
"entity","wylie",1
"component","label",1
"group","zoology",1
"agent","shopper",1
"component","polymer",1
"softness","piano",1
"entity","occultist",1
"unit","serf",1
"person","recipient",1
"deed","persecution",1
"entity","hearth",1
"entity","camden",1
"artefact","accumulator",1
"capitalist","suit",1
"person","geologist",1
"phone","fricative",1
"entity","executive",1
"hokum","rhetoric",1
"instrumentation","stack",1
"abstraction","randomness",1
"mortal","sharpshooter",1
"stock","dynasty",1
"metropolis","thessaloniki",1
"being","sodomite",1
"exertion","wrestling",1
"artist","bruckner",1
"matter","produce",1
"port","cork",1
"abstraction","gown",1
"artifact","straw",1
"constituent","salt",1
"status","complicity",1
"man","hull",1
"individual","eiffel",1
"being","buyer",1
"weaponry","armory",1
"amusement","show",1
"country","mooring",1
"someone","philosopher",1
"entity","raffle",1
"demonstration","performance",1
"play","prank",1
"object","borderland",1
"track","railroad",1
"entity","platoon",1
"emotion","envy",1
"fellow","date",1
"device","piston",1
"entity","premium",1
"disputant","wallace",1
"somebody","dishwasher",1
"entity","ecology",1
"aptitude","endowment",1
"disciple","apostle",1
"telecommunication","call",1
"relation","shell",1
"measure","halloween",1
"individual","terror",1
"piece","haunch",1
"actress","martin",1
"entity","constant",1
"polysaccharide","pulp",1
"sewing","patch",1
"colour","enamel",1
"event","irregularity",1
"substance","compound",1
"deed","verdict",1
"adhesive","mucilage",1
"communication","pragmatic",1
"object","leg",1
"substance","curriculum",1
"event","direction",1
"being","luger",1
"beast","citation",1
"jock","navratilova",1
"being","outfielder",1
"organization","acquirer",1
"enclosure","rodeo",1
"righteousness","decency",1
"agent","coolness",1
"canine","wolf",1
"hinderance","roadblock",1
"measure","proof",1
"author","arnold",1
"grouping","match",1
"abstraction","consonant",1
"lot","camp",1
"functionary","doorkeeper",1
"entity","featherweight",1
"substance","pepper",1
"person","malinowski",1
"being","robeson",1
"constraint","fillet",1
"simpleton","sheep",1
"assemblage","senate",1
"cause","looker",1
"being","ox",1
"being","mater",1
"brio","elan",1
"change","sail",1
"connectedness","implication",1
"entity","prediction",1
"spice","sharpness",1
"abundance","wilderness",1
"individual","bushman",1
"part","ruby",1
"accumulation","stamp",1
"unit","bodyguard",1
"somebody","marchioness",1
"mortal","aesthete",1
